0,-30,-57,18.053771194534484,1
1,-30,-53,12.491425364430814,3
2,-29,-59,75.30639770686273,3
3,-29,-58,52.07341588079786,4
4,-29,-57,36.9107460161148,4
5,-29,-41,34.64441909795244,1
60,-29,-32,50.78087916303343,3
6,-28,-59,23.944207163637028,2
7,-28,-51,9.295112186661965,3
61,-28,-32,24.04841958905561,3
8,-27,-57,89.80520647593094,4
9,-27,-51,48.15910748636748,3
10,-27,-43,36.226719979624484,3
11,-27,-41,21.028791470998552,2
12,-26,-60,61.326785608216625,1
13,-26,-52,75.72502871600976,2
14,-26,-44,11.350600006206507,2
15,-26,-42,78.94187531791559,2
18,-25,-44,68.01058878602461,3
62,-25,-37,33.526320695841065,1
63,-25,-30,76.0769231999656,1
19,-24,-39,77.47482257248093,4
64,-24,-32,37.81783056001612,4
20,-23,-58,81.97313330528219,2
21,-23,-57,23.32397029679142,4
22,-23,-56,2.2845414298182956,1
23,-23,-49,7.791000648878915,1
24,-23,-40,66.41111049669684,1
65,-23,-32,68.5121718260277,3
25,-22,-59,87.37875646051143,2
26,-22,-51,3.2917588453275273,2
81,-22,-17,79.40412576864117,3
66,-21,-35,92.56461881024732,1
27,-20,-51,56.52494363321599,4
28,-20,-50,23.66956030109753,2
29,-20,-48,11.518513858636748,3
30,-20,-44,66.5883593048221,4
31,-19,-44,8.065254082920834,1
67,-19,-31,81.75514389195023,2
32,-18,-52,61.35985319516103,4
34,-18,-43,57.959206811254646,1
35,-18,-41,23.21058592204577,1
36,-17,-56,91.78045016721381,1
37,-17,-52,35.31420389900136,3
39,-16,-53,58.928959428966365,2
40,-15,-54,60.40502945321762,4
41,-15,-50,7.601092332250947,2
43,-14,-58,55.78877512339488,2
44,-14,-57,50.90169251230216,3
45,-14,-56,79.91087176163741,3
46,-14,-50,0.219771699595818,3
48,-13,-55,10.781192957148502,4
54,-10,-56,71.41033681602326,1
55,-10,-54,82.94517379240258,3
58,-9,-53,55.99252915627305,3
59,-9,-50,40.87936589634112,4
84,-8,-26,70.25414038033495,3
74,-4,-60,71.19896674703745,1
78,0,-59,10.494113292710345,1
89,4,-23,79.27446109999936,3
90,4,-22,8.405678859783087,2
