206,18,-60,30.131558696254185,4
237,31,-59,98.14221534763844,1
233,30,-59,37.91507877092247,1
304,62,-49,42.81100558820545,2
301,60,-48,42.03505193885979,2
299,59,-48,26.072219520846073,2
291,54,-52,53.2636512733904,4
257,40,-51,42.246319936692316,2
253,39,-52,77.37655989843022,3
241,33,-58,72.51254109813212,4
244,34,-55,41.619171439855336,1
245,34,-54,19.155203303682217,3
242,33,-56,14.457904260596449,3
243,33,-54,54.09810040943226,1
238,31,-58,89.7794977342709,1
239,31,-57,98.83297419779876,4
240,31,-56,3.447914586986623,4
234,30,-58,99.24685117794364,3
235,30,-56,78.193269982381,3
236,30,-55,67.00478783024693,4
232,29,-54,78.33411374399661,4
221,25,-51,77.95476053559712,3
215,23,-52,87.09692697509064,1
212,21,-56,4.560837746141874,1
214,22,-53,80.45155916348588,4
207,19,-58,31.367307393822625,1
208,19,-55,83.32745952999062,4
205,17,-57,5.976807700149667,4
