195, 12, 0, 30.95229014500004, 2
359, 32, 29, 39.50141958499999, 2
320, 45, 33, 85.80818156499998, 4
353, 30, 26, 40.113396955, 2
389, 25, 27, 13.759677405000026, 1
386, 23, 28, 13.273073879999986, 1
385, 23, 24, 13.834415865000034, 1
384, 22, 30, 13.787495785000008, 1
382, 17, 24, 13.363746835000011, 1
381, 17, 6, 13.855547270000027, 1
204, 16, 29, 86.06545854999999, 4
203, 16, 20, 71.73545553499987, 3
202, 16, 12, 32.12617763000001, 2
200, 15, 28, 13.247957070000027, 1
199, 15, 24, 28.74931109500001, 2
198, 14, 16, 18.261387665000036, 1
428, 14, 7, 37.37033754000004, 2
197, 13, 12, 56.85162574999992, 3
196, 12, 16, 13.838057350000003, 1
194, 10, 14, 13.87249999000002, 1
192, 9, 24, 15.87964090000001, 1
191, 9, 16, 24.96091060500001, 1
190, 9, 2, 69.06316279499997, 3
187, 8, 30, 17.10815542000001, 1
184, 7, 33, 34.33151486500005, 2
183, 7, 30, 54.52587448000006, 3
182, 7, 20, 15.04809383000002, 1
181, 6, 15, 14.244540284999996, 1
180, 6, 8, 60.72398148500009, 3
176, 5, 17, 31.732990330000018, 2
175, 5, 12, 69.31776939499996, 3
172, 3, 21, 69.6300351249999, 3
171, 2, 28, 14.498697450000034, 1
170, 1, 26, 78.28742199499985, 4
169, 1, 8, 81.92270930499997, 4
167, -1, 25, 39.96950244, 2
413, -1, 1, 15.541118060000006, 1
173, 4, -1, 82.7784146249999, 4
174, 5, -1, 53.788628845000034, 3
157, -8, 33, 13.222719000000005, 1
134, -19, 33, 13.223437775000004, 1
148, -12, 32, 54.558327665000014, 3
123, -25, 31, 79.93033221500022, 4
152, -11, 31, 39.82565946999999, 2
162, -5, 29, 79.9479632049999, 4
127, -24, 28, 13.783177499999995, 1
128, -22, 28, 84.75960784999988, 4
131, -21, 28, 39.22470870499994, 2
145, -13, 28, 74.71300407499993, 3
108, -30, 27, 18.527029315000014, 1
142, -14, 27, 68.77915691000008, 3
150, -12, 27, 86.03636537499992, 4
159, -7, 26, 85.86044115500003, 4
107, -30, 25, 14.246535970000014, 1
106, -30, 24, 13.31369168500001, 1
144, -13, 24, 43.006802915, 2
161, -6, 24, 56.71157386000004, 2
166, -2, 24, 40.734275040000064, 2
115, -27, 23, 34.7224833700001, 2
122, -25, 23, 75.93274104499991, 4
130, -21, 23, 39.05318466999997, 2
163, -5, 23, 14.078927105, 1
165, -2, 23, 14.48939965500001, 1
137, -16, 22, 27.034091545000024, 2
136, -18, 20, 49.837870570000035, 2
140, -15, 20, 37.22621403000006, 2
109, -29, 19, 13.273572260000028, 1
114, -27, 19, 32.430684474999964, 2
141, -14, 19, 13.38410764000002, 1
149, -12, 18, 69.58950971499996, 3
155, -9, 17, 73.74903256000002, 3
120, -26, 16, 40.0, 2
135, -18, 16, 75.55450512999988, 4
143, -13, 16, 13.400468080000003, 1
160, -6, 15, 84.76495517999997, 4
105, -30, 14, 66.21964199999988, 3
151, -11, 3, 69.3090710750001, 3
104, -30, 13, 39.23529996999997, 2
139, -15, 11, 73.4340994200001, 3
129, -21, 10, 85.77168856000002, 4
138, -15, 10, 31.95846475500004, 2
133, -20, 9, 39.986766620000004, 2
113, -28, 7, 81.51064595999995, 3
112, -28, 6, 68.69109315999998, 3
119, -26, 6, 13.388859050000022, 1
103, -30, 2, 29.90955118500004, 2
111, -28, 2, 33.08432500999999, 2
147, -12, -1, 75.20688857, 4
118, -26, -2, 40.0, 2
126, -24, -2, 34.83406460499998, 2
117, -26, -7, 14.481501705000028, 1
124, -24, -5, 24.561443865, 1
125, -24, -4, 40.036097415, 2
116, -26, -9, 13.863010969999998, 1
60, -29, -32, 48.928953404999966, 2
61, -28, -32, 55.426820275, 2
110, -28, -13, 77.767014215, 4
63, -25, -30, 60.006210295, 2
121, -25, -10, 49.24207635500004, 2
64, -24, -32, 62.44760327499996, 3
65, -23, -32, 76.0322613649999, 4
81, -22, -17, 86.52345468, 4
132, -20, -13, 28.367635919999998, 2
67, -19, -31, 55.79691922500003, 2
82, -14, -20, 68.33858384, 3
83, -13, -16, 75.8349313449999, 3
146, -12, -5, 29.054717509999964, 2
153, -10, -9, 49.324647785000046, 2
154, -10, -3, 51.66796179000004, 2
156, -8, -9, 14.250961345000007, 1
85, -7, -19, 77.70365083999997, 3
158, -7, -6, 30.581506124999986, 2
86, -6, -16, 86.24970538000004, 4
164, -3, -3, 40.046345795, 2
421, -3, -21, 36.76158390499994, 2
5, -29, -41, 22.26535469500001, 1
10, -27, -43, 13.850020175000003, 1
11, -27, -41, 13.465167135000025, 1
14, -26, -44, 24.867347385000002, 1
15, -26, -42, 24.874682529999994, 1
62, -25, -37, 57.685154469999944, 3
18, -25, -44, 13.350204884999998, 1
19, -24, -39, 28.053040625000037, 2
24, -23, -40, 14.485523419999991, 1
66, -21, -35, 55.74860960000001, 2
30, -20, -44, 39.61832845999999, 2
31, -19, -44, 26.357217909999946, 2
34, -18, -43, 36.76158390499994, 2
35, -18, -41, 39.00514734000003, 2
1, -30, -53, 13.258553490000013, 1
0, -30, -57, 13.604901125000021, 1
2, -29, -59, 27.554297830000056, 2
3, -29, -58, 13.264333540000006, 1
4, -29, -57, 22.20028995500003, 1
6, -28, -59, 24.10393231000002, 1
7, -28, -51, 14.328158510000016, 1
8, -27, -57, 13.572163960000001, 1
9, -27, -51, 13.266920840000012, 1
12, -26, -60, 21.429395075000034, 1
